"ID";"fileName";"fileNamePE";"experiment";"tissue";"condition";"replicate";"lane";"merge";"input";"pairedEnd";"macsGroup";"phredScore";"adapter";"trimQuality";"adapterPE";"trimQualityPE"
"SRR501997";"";"";"SRP007993";"H1-hESC -;- embryonic stem cells -;- inner cell mass";"Stanford_ChipSeq_H1-hESC_Nrf1_IgG-rab";"";1;"SRX150388";NA;"false";"";"";"";"";"";""
"SRR501998";"";"";"SRP007993";"H1-hESC -;- embryonic stem cells -;- inner cell mass";"Stanford_ChipSeq_H1-hESC_Nrf1_IgG-rab";"";2;"SRX150388";NA;"false";"";"";"";"";"";""
"SRR501999";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Nrf1_IgG-mus";"";1;"SRX150389";NA;"false";"";"";"";"";"";""
"SRR502000";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Nrf1_IgG-mus";"";2;"SRX150389";NA;"false";"";"";"";"";"";""
"SRR502001";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_SMC3_(ab9263)_IgG-rab";"";1;"SRX150390";NA;"false";"";"";"";"";"";""
"SRR502002";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_SMC3_(ab9263)_IgG-rab";"";2;"SRX150390";NA;"false";"";"";"";"";"";""
"SRR502003";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_MafK_(ab50322)_IgG-rab";"";1;"SRX150391";NA;"false";"";"";"";"";"";""
"SRR502004";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_MafK_(ab50322)_IgG-rab";"";2;"SRX150391";NA;"false";"";"";"";"";"";""
"SRR502005";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_Pol2_std";"";1;"SRX150392";NA;"false";"";"";"";"";"";""
"SRR502006";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_Pol2_std";"";2;"SRX150392";NA;"false";"";"";"";"";"";""
"SRR502007";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_Pol2_std";"";3;"SRX150392";NA;"false";"";"";"";"";"";""
"SRR502008";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_Input_std";"";1;"SRX150393";NA;"false";"";"";"";"";"";""
"SRR502009";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_Input_std";"";2;"SRX150393";NA;"false";"";"";"";"";"";""
"SRR502010";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_Input_std";"";3;"SRX150393";NA;"false";"";"";"";"";"";""
"SRR502011";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_SREBP2_std";"";1;"SRX150394";NA;"false";"";"";"";"";"";""
"SRR502012";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_SREBP2_std";"";2;"SRX150394";NA;"false";"";"";"";"";"";""
"SRR502013";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_SREBP2_std";"";3;"SRX150394";NA;"false";"";"";"";"";"";""
"SRR502014";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_SREBP1_std";"";1;"SRX150395";NA;"false";"";"";"";"";"";""
"SRR502015";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_SREBP1_std";"";2;"SRX150395";NA;"false";"";"";"";"";"";""
"SRR502016";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Yale_ChipSeq_HepG2_pravastatin_SREBP1_std";"";3;"SRX150395";NA;"false";"";"";"";"";"";""
"SRR502017";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Yale_ChipSeq_GM12878_Pol3_std";"";1;"SRX150396";NA;"false";"";"";"";"";"";""
"SRR502018";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Yale_ChipSeq_GM12878_Pol3_std";"";2;"SRX150396";NA;"false";"";"";"";"";"";""
"SRR502019";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_c-Fos_std";"";1;"SRX150397";NA;"false";"";"";"";"";"";""
"SRR502020";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_c-Fos_std";"";2;"SRX150397";NA;"false";"";"";"";"";"";""
"SRR502021";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Max_std";"";1;"SRX150398";NA;"false";"";"";"";"";"";""
"SRR502022";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Max_std";"";2;"SRX150398";NA;"false";"";"";"";"";"";""
"SRR502023";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_Rad21_std";"";1;"SRX150399";NA;"false";"";"";"";"";"";""
"SRR502024";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_Rad21_std";"";2;"SRX150399";NA;"false";"";"";"";"";"";""
"SRR502025";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_c-Myc_std";"";1;"SRX150400";NA;"false";"";"";"";"";"";""
"SRR502026";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_c-Myc_std";"";2;"SRX150400";NA;"false";"";"";"";"";"";""
"SRR502027";"";"";"SRP007993";"SH-SY5Y -;- neuroblastoma clonal subline of the neuroepithelioma cell line SK-N-SH from the 1970 bone marrow biopsy of a 4-year-old girl with metastatic neuroblastoma, trisomy of 1q -;- ectoderm";"USC_ChipSeq_SH-SY5Y_Input_UCDavis";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502028";"";"";"SRP007993";"GM19099 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19099_Input_IgG-mus";"";1;"SRX150402";NA;"false";"";"";"";"";"";""
"SRR502029";"";"";"SRP007993";"GM19099 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19099_Input_IgG-mus";"";2;"SRX150402";NA;"false";"";"";"";"";"";""
"SRR502030";"";"";"SRP007993";"GM19099 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19099_Pol2_IgG-mus";"";1;"SRX150403";NA;"false";"";"";"";"";"";""
"SRR502031";"";"";"SRP007993";"GM19099 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19099_Pol2_IgG-mus";"";2;"SRX150403";NA;"false";"";"";"";"";"";""
"SRR502032";"";"";"SRP007993";"GM19099 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19099_Pol2_IgG-mus";"";3;"SRX150403";NA;"false";"";"";"";"";"";""
"SRR502033";"";"";"SRP007993";"GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19193_Input_IgG-mus";"";1;"SRX150404";NA;"false";"";"";"";"";"";""
"SRR502034";"";"";"SRP007993";"GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19193_Input_IgG-mus";"";2;"SRX150404";NA;"false";"";"";"";"";"";""
"SRR502035";"";"";"SRP007993";"GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19193_Pol2_IgG-mus";"";1;"SRX150405";NA;"false";"";"";"";"";"";""
"SRR502036";"";"";"SRP007993";"GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19193_Pol2_IgG-mus";"";2;"SRX150405";NA;"false";"";"";"";"";"";""
"SRR502037";"";"";"SRP007993";"GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19193_Pol2_IgG-mus";"";3;"SRX150405";NA;"false";"";"";"";"";"";""
"SRR502038";"";"";"SRP007993";"GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM19193_Pol2_IgG-mus";"";4;"SRX150405";NA;"false";"";"";"";"";"";""
"SRR502039";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_ELK1_(1277-1)_IgG-rab";"";1;"SRX150406";NA;"false";"";"";"";"";"";""
"SRR502040";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_ELK1_(1277-1)_IgG-rab";"";2;"SRX150406";NA;"false";"";"";"";"";"";""
"SRR502041";"";"";"SRP007993";"HEK293-T-REx -;- embryonic kidney cells transformed with Adenovirus 5 DNA stably expressing tetracycline repressor, HEK293 (ATCC number CRL-1573) is the parental cell line, hypotriploid, XXX -;- mesoderm";"USC_ChipSeq_HEK293-T-REx_Input_UCDavis";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502042";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_JunD_IgG-rab";"";1;"SRX150408";NA;"false";"";"";"";"";"";""
"SRR502043";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_JunD_IgG-rab";"";2;"SRX150408";NA;"false";"";"";"";"";"";""
"SRR502129";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_GATA-2_UCDavis";"";1;"SRX150453";NA;"false";"";"";"";"";"";""
"SRR502130";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_GATA-2_UCDavis";"";2;"SRX150453";NA;"false";"";"";"";"";"";""
"SRR502044";"";"";"SRP007993";"GM08714 -;- lymphoblastoid cell line, Instability of heterochromatin of chromosomes 1, 9, and 16 with variable combined immunodeficiency; dysmorphic facial features, developmental delay, malabsorption, and recurrent infections; see GM08747 Fibroblast; donor subject is a compound heterozygote: one allele has a G>A transition at nucleotide 1807 (1807G>A) of the DNMT3B gene resulting in an Ala to Thr substitution at codon 603 [Ala603Thr (A603T)], the mutation occurring in a region between motifs I and IV within the catalytic domain of DNMT3B; the second allele has a G>A transition within intron 22 located 11 nucleotides 5-prime of the normal splice acceptor site [IVS22AS,G>A,-11] resulting in the generation of a novel splice acceptor site and a 9-bp insertion in the processed RNA. This results in the insertion of 3 amino acids (serine, threonine, and proline) at codon 744 (744ins3). The insertion was within the conserved region of the catalytic domain, which is likely to be disrupted by the insertion of a proline residue. This mutation was de novo. -;- mesoderm";"USC_ChipSeq_GM08714_ZNF274_UCDavis";"";1;"SRX150409";NA;"false";"";"";"";"";"";""
"SRR502045";"";"";"SRP007993";"GM08714 -;- lymphoblastoid cell line, Instability of heterochromatin of chromosomes 1, 9, and 16 with variable combined immunodeficiency; dysmorphic facial features, developmental delay, malabsorption, and recurrent infections; see GM08747 Fibroblast; donor subject is a compound heterozygote: one allele has a G>A transition at nucleotide 1807 (1807G>A) of the DNMT3B gene resulting in an Ala to Thr substitution at codon 603 [Ala603Thr (A603T)], the mutation occurring in a region between motifs I and IV within the catalytic domain of DNMT3B; the second allele has a G>A transition within intron 22 located 11 nucleotides 5-prime of the normal splice acceptor site [IVS22AS,G>A,-11] resulting in the generation of a novel splice acceptor site and a 9-bp insertion in the processed RNA. This results in the insertion of 3 amino acids (serine, threonine, and proline) at codon 744 (744ins3). The insertion was within the conserved region of the catalytic domain, which is likely to be disrupted by the insertion of a proline residue. This mutation was de novo. -;- mesoderm";"USC_ChipSeq_GM08714_ZNF274_UCDavis";"";2;"SRX150409";NA;"false";"";"";"";"";"";""
"SRR502046";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_E2F4_IgG-mus";"";1;"SRX150410";NA;"false";"";"";"";"";"";""
"SRR502047";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_E2F4_IgG-mus";"";2;"SRX150410";NA;"false";"";"";"";"";"";""
"SRR502048";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_SIN3A_(NB600-1263)_IgG-mus";"";1;"SRX150411";NA;"false";"";"";"";"";"";""
"SRR502049";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_SIN3A_(NB600-1263)_IgG-mus";"";2;"SRX150411";NA;"false";"";"";"";"";"";""
"SRR502050";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Rad21_IgG-rab";"";1;"SRX150412";NA;"false";"";"";"";"";"";""
"SRR502051";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Rad21_IgG-rab";"";2;"SRX150412";NA;"false";"";"";"";"";"";""
"SRR502052";"";"";"SRP007993";"PBDEFetal -;- peripheral blood-derived erythroblasts from 16-19 week human fetal liver -;- mesoderm";"USC_ChipSeq_PBDEFetal_GATA-1_UCDavis";"";1;"SRX150413";NA;"false";"";"";"";"";"";""
"SRR502053";"";"";"SRP007993";"PBDEFetal -;- peripheral blood-derived erythroblasts from 16-19 week human fetal liver -;- mesoderm";"USC_ChipSeq_PBDEFetal_GATA-1_UCDavis";"";2;"SRX150413";NA;"false";"";"";"";"";"";""
"SRR502054";"";"";"SRP007993";"PBDEFetal -;- peripheral blood-derived erythroblasts from 16-19 week human fetal liver -;- mesoderm";"USC_ChipSeq_PBDEFetal_Input_UCDavis";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502055";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_MAZ_(ab85725)_IgG-rab";"";1;"SRX150415";NA;"false";"";"";"";"";"";""
"SRR502056";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_MAZ_(ab85725)_IgG-rab";"";2;"SRX150415";NA;"false";"";"";"";"";"";""
"SRR502057";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_ARID3A_(sc-8821)_IgG-rab";"";1;"SRX150416";NA;"false";"";"";"";"";"";""
"SRR502058";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_ARID3A_(sc-8821)_IgG-rab";"";2;"SRX150416";NA;"false";"";"";"";"";"";""
"SRR502059";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_MAZ_(ab85725)_IgG-rab";"";1;"SRX150417";NA;"false";"";"";"";"";"";""
"SRR502060";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_MAZ_(ab85725)_IgG-rab";"";2;"SRX150417";NA;"false";"";"";"";"";"";""
"SRR502061";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_UBF_(sc-13125)_IgG-mus";"";1;"SRX150418";NA;"false";"";"";"";"";"";""
"SRR502062";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_UBF_(sc-13125)_IgG-mus";"";2;"SRX150418";NA;"false";"";"";"";"";"";""
"SRR502063";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_Input_IgG-rab";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502064";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_ATF1_(06-325)_std";"";1;"SRX150420";NA;"false";"";"";"";"";"";""
"SRR502065";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_ATF1_(06-325)_std";"";2;"SRX150420";NA;"false";"";"";"";"";"";""
"SRR502066";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_c-Jun_IgG-rab";"";1;"SRX150421";NA;"false";"";"";"";"";"";""
"SRR502067";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_c-Jun_IgG-rab";"";2;"SRX150421";NA;"false";"";"";"";"";"";""
"SRR502068";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Harvard_ChipSeq_HeLa-S3_TFIIIC-110_std";"";1;"SRX150422";NA;"false";"";"";"";"";"";""
"SRR502069";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Harvard_ChipSeq_HeLa-S3_TFIIIC-110_std";"";2;"SRX150422";NA;"false";"";"";"";"";"";""
"SRR502070";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_TFIIIC-110_std";"";1;"SRX150423";NA;"false";"";"";"";"";"";""
"SRR502071";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_TFIIIC-110_std";"";2;"SRX150423";NA;"false";"";"";"";"";"";""
"SRR502072";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_TFIIIC-110_std";"";3;"SRX150423";NA;"false";"";"";"";"";"";""
"SRR502073";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_Max_IgG-rab";"";1;"SRX150424";NA;"false";"";"";"";"";"";""
"SRR502074";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_Max_IgG-rab";"";2;"SRX150424";NA;"false";"";"";"";"";"";""
"SRR502075";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_ELK1_(1277-1)_IgG-mus";"";1;"SRX150425";NA;"false";"";"";"";"";"";""
"SRR502076";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_ELK1_(1277-1)_IgG-mus";"";2;"SRX150425";NA;"false";"";"";"";"";"";""
